,text,sentiment
264, USERID USERID  USERID USERID  USERID USERID fuck michaelbath right up his greasy asshole  USERID ,1
265, USERID USERID  USERID USERID  USERID USERID fuck no we arent who the fuck said some stupid fucking shit like that  USERID ,1
266, USERID USERID  USERID USERID  USERID USERID fuck that  USERID ,0
267, USERID USERID  USERID USERID  USERID USERID fuck you  USERID ,0
268, USERID USERID  USERID USERID  USERID USERID fuck you ez not funny  USERID ,1
269, USERID USERID  USERID USERID  USERID USERID fuckin dope  USERID ,0
270, USERID USERID  USERID USERID  USERID USERID give envy bitch ass dunkey for da pillow talk wit da thot  USERID  USERID ,1
271, USERID USERID  USERID USERID  USERID USERID goddamn it xd  USERID ,0
272, USERID USERID  USERID USERID  USERID USERID got that ass drunk  USERID we was fucked up  USERID ,1
273, USERID USERID  USERID USERID  USERID USERID haha its so easy to talk shit on twitter isnt it  USERID ,0
274, USERID USERID  USERID USERID  USERID USERID he fuckin his younger stepbrother URL if i had a brother i wud  USERID ,1
275, USERID USERID  USERID USERID  USERID USERID he wouldnt know too screwy over there in his lying fraud world  USERID ,1
276, USERID USERID  USERID USERID  USERID USERID hell never be the same  USERID ,1
277, USERID USERID  USERID USERID  USERID USERID hell why not  USERID USERID if my guysgirl can play it we will never hurts  USERID USERID we do to challenge ourselves  USERID USERID so if we fall a  USERID ,0
278, USERID USERID  USERID USERID  USERID USERID hell yeah i think so toobut wisconsin gone give kentucky a run so i wouldnt b shock kentucky l  USERID ,0
279, USERID USERID  USERID USERID  USERID USERID hell yeah we is  USERID ,0
280, USERID USERID  USERID USERID  USERID USERID hello yoan brrooutstanding matching  USERID ,0
281, USERID USERID  USERID USERID  USERID USERID hes just full of shit interracial marriages are beautiful  USERID  USERID ,1
282, USERID USERID  USERID USERID  USERID USERID hey whore  USERID ,0
283, USERID USERID  USERID USERID  USERID USERID his bio ozil admirer says it all complete retard  USERID ,1
284, USERID USERID  USERID USERID  USERID USERID holy fuck  USERID ,0
285, USERID USERID  USERID USERID  USERID USERID holy fuck ive been waiting for this  USERID ,1
286, USERID USERID  USERID USERID  USERID USERID hot damn happy anniversary guys  USERID ,0
287, USERID USERID  USERID USERID  USERID USERID hotep sistahs its a greeting in swahili meaning hello originates from king imhotep  USERID  USERID ,0
288, USERID USERID  USERID USERID  USERID USERID how long do we have to wait damn it can be a song lol  USERID ,1
289, USERID USERID  USERID USERID  USERID USERID hows she a slut lol you guys dont even know her  USERID ,1
290, USERID USERID  USERID USERID  USERID USERID i cant fuckign believe this  USERID ,1
291, USERID USERID  USERID USERID  USERID USERID i cant get this shit anymore and idk  USERID  USERID ,1
292, USERID USERID  USERID USERID  USERID USERID i coughed a bit after seeing this because im allergic to bullshit  USERID ,1
293, USERID USERID  USERID USERID  USERID USERID i dont know what it is im just glad to see him do it hes constantly getting shit on  USERID ,1
294, USERID USERID  USERID USERID  USERID USERID i dont think he be on twitter  USERID USERID i know he be on instagram tho ima about to light is shit up lol  USERID ,1
295, USERID USERID  USERID USERID  USERID USERID i have who the fuck cares about how many tweets you have  USERID ,1
296, USERID USERID  USERID USERID  USERID USERID i heard you fucking say it so dont lie  USERID ,0
297, USERID USERID  USERID USERID  USERID USERID i know and it makes me quite sad  USERID wtf what moron said such bullshit  USERID ,1
298, USERID USERID  USERID USERID  USERID USERID i love them so damn much  USERID  USERID ,0
299, USERID USERID  USERID USERID  USERID USERID i think they are doing pretty damn good all things considered  USERID ,0
300, USERID USERID  USERID USERID  USERID USERID i think you guys yang selalu fuck things up  USERID  USERID ,0
301, USERID USERID  USERID USERID  USERID USERID i was back in the day im trying to watch tht shit too tho  USERID ,0
302, USERID USERID  USERID USERID  USERID USERID i was like damn a titan x  USERID ,0
303, USERID USERID  USERID USERID  USERID USERID i went to nascar once it was the worst fucking time ever i didnt have ear plugs so by lap 30 i blacked out  USERID ,0
304, USERID USERID  USERID USERID  USERID USERID idk lol im not fuckibg with you right bow  USERID ,1
305, USERID USERID  USERID USERID  USERID USERID if my grades miraculously reach 3rd honors hell yes my strat aint cutting it with all the noise  USERID ,1
306, USERID USERID  USERID USERID  USERID USERID im black fuck spelling man  USERID ,1
307, USERID USERID  USERID USERID  USERID USERID im happy to walk down to arsenal or holloway road or manor park i know not everyone can but its happening  USERID ,0
308, USERID USERID  USERID USERID  USERID USERID ima fuck you up jenny  USERID ,1
309, USERID USERID  USERID USERID  USERID USERID is it really professional to shit talk louis to get your opinion across  USERID ,1
310, USERID USERID  USERID USERID  USERID USERID is juan valdez still handpicking coffee beans in columbia  USERID USERID what a shitty deal he got  USERID ,1
311, USERID USERID  USERID USERID  USERID USERID it wasnt fucking me  USERID ,1
312, USERID USERID  USERID USERID  USERID USERID its a black edition and has been pimped by vw badly needs a wash though  USERID ,1
313, USERID USERID  USERID USERID  USERID USERID its only a few guys taking a shit together using that shower room stare straight ahead  USERID ,0
314, USERID USERID  USERID USERID  USERID USERID jags so shit theres no jokes about them  USERID ,1
315, USERID USERID  USERID USERID  USERID USERID k bitch i dont miss you either  USERID ,0
316, USERID USERID  USERID USERID  USERID USERID link like shit  USERID ,1
317, USERID USERID  USERID USERID  USERID USERID lol fuck jl and zip tan money  USERID  USERID  USERID ,0
318, USERID USERID  USERID USERID  USERID USERID lol i would have wrecked all my shit  USERID ,1
319, USERID USERID  USERID USERID  USERID USERID lol then you should stop claiming youre selena the whole damn  USERID URL  USERID ,1
320, USERID USERID  USERID USERID  USERID USERID lol this fucker ha meet his ass and beefed him  USERID ,1
321, USERID USERID  USERID USERID  USERID USERID man how funny are you i could roast ya shit but im real friend  USERID ,0
322, USERID USERID  USERID USERID  USERID USERID maybe paddock had a reason for wearing his hat so cockeyed  USERID ,1
323, USERID USERID  USERID USERID  USERID USERID me 2 fuck ur wagers  USERID ,0
324, USERID USERID  USERID USERID  USERID USERID more like a dick with ears  USERID ,1
325, USERID USERID  USERID USERID  USERID USERID motherfucker  USERID ,1
326, USERID USERID  USERID USERID  USERID USERID motherfucker azri till now has yet to accept my following  USERID ,1
327, USERID USERID  USERID USERID  USERID USERID nigga i live in wc  USERID you aint fuckin wit queen b haha you look like a flea  USERID as black as can b  USERID ,1
328, USERID USERID  USERID USERID  USERID USERID no bitch  USERID ,0
329, USERID USERID  USERID USERID  USERID USERID no bosh no james no mike miller no ray allen there is no way in hell yall are better lmfao  USERID ,0
330, USERID USERID  USERID USERID  USERID USERID o well fuck it  USERID ,0
331, USERID USERID  USERID USERID  USERID USERID oh fuck off  USERID ,0
332, USERID USERID  USERID USERID  USERID USERID oh fuck scared me for a moment  USERID USERID lol  USERID USERID i thought it was a cat or something else  USERID ,1
333, USERID USERID  USERID USERID  USERID USERID oh shit  USERID ,0
334, USERID USERID  USERID USERID  USERID USERID oh shit oops  USERID x  USERID ,1
335, USERID USERID  USERID USERID  USERID USERID oh shit oops my bad lol tagged you in the wrong thing  USERID ,1
336, USERID USERID  USERID USERID  USERID USERID ohshit  USERID ,0
337, USERID USERID  USERID USERID  USERID USERID ok then shut the fuck up  USERID ,1
338, USERID USERID  USERID USERID  USERID USERID okk sounds like a plan n lol  USERID n me drunk is the funniest shit ever  USERID  USERID ,1
339, USERID USERID  USERID USERID  USERID USERID omgno fucking way  USERID ,1
340, USERID USERID  USERID USERID  USERID USERID or as you could call it a revolting door shit comes in shit goes out again  USERID ,1
341, USERID USERID  USERID USERID  USERID USERID or you fuck your shit up haha you choose  USERID ,0
342, USERID USERID  USERID USERID  USERID USERID paisleybhoy a fenian cunt this is fine for these reprobates but find offence at hun  USERID  USERID ,0
343, USERID USERID  USERID USERID  USERID USERID pt 4 frustrating to watch miami shit on mls while sac does everything right sacramento proud  USERID ,1
344, USERID USERID  USERID USERID  USERID USERID qwezey is talking a shit wont be long hopefully we can kill in this host  USERID ,0
345, USERID USERID  USERID USERID  USERID USERID r u fucking fr rn damn  USERID ,1
346, USERID USERID  USERID USERID  USERID USERID refuckingread it if you didnt get it the first time oh you left gps on  USERID ,1
347, USERID USERID  USERID USERID  USERID USERID retweet dong kl so sweetlt3  USERID ,0
348, USERID USERID  USERID USERID  USERID USERID scoffs joke of the fuckin century  USERID  USERID ,1
349, USERID USERID  USERID USERID  USERID USERID season finished thursdaybut talk shit  USERID ,0
350, USERID USERID  USERID USERID  USERID USERID shabaz dont confront me about anything he goes to u ur his bitch u vulnerable worker  USERID  USERID ,1
351, USERID USERID  USERID USERID  USERID USERID she  USERID USERID got a binder type shit coupons hell yea bro be tryna price match i be irritated as hell  USERID ,1
352, USERID USERID  USERID USERID  USERID USERID she aint shit  USERID ,1
353, USERID USERID  USERID USERID  USERID USERID she can still get this dick  USERID  USERID ,1
354, USERID USERID  USERID USERID  USERID USERID she didnt even know about that until this bitch brought it back up 3months later  USERID  USERID ,1
355, USERID USERID  USERID USERID  USERID USERID shes a fucking dirtbag give me a rifle and lets see how she likes it  USERID ,1
356, USERID USERID  USERID USERID  USERID USERID shit  USERID  USERID ,0
357, USERID USERID  USERID USERID  USERID USERID shit just go with the beatle  USERID  USERID ,0
358, USERID USERID  USERID USERID  USERID USERID shit we dont know that  USERID we havent seen nada so im not gone trust my instincts  USERID ,1
359, USERID USERID  USERID USERID  USERID USERID smartarse  USERID ,0
360, USERID USERID  USERID USERID  USERID USERID so does your slut  USERID ,1
361," USERID USERID  USERID USERID  USERID USERID so majority couldnt rule and screw the rest overso much for that

22  USERID ",1
362, USERID USERID  USERID USERID  USERID USERID so treat me like one or shut the fuck up  USERID ,1
363, USERID USERID  USERID USERID  USERID USERID standard aucc with people like hallam in the commitee i can imagine it being full of shit  USERID  USERID  USERID ,1
364, USERID USERID  USERID USERID  USERID USERID stereo hearts was my shit back then  USERID ,0
365, USERID USERID  USERID USERID  USERID USERID stupid bitches i got some for yall ass tommorow we still doing the session  USERID ,0
366, USERID USERID  USERID USERID  USERID USERID that fucking chain whip tho  USERID ,1
367, USERID USERID  USERID USERID  USERID USERID that shit was days ago leave him alone him and the third party have reconciled move around  USERID ,1
368, USERID USERID  USERID USERID  USERID USERID thats that coughing shit huh  USERID ,1
369, USERID USERID  USERID USERID  USERID USERID the cheese casu marzu google it the wine something very fucking vinegary  USERID ,0
370, USERID USERID  USERID USERID  USERID USERID the way my nigga head cocked back on that table tho  USERID  USERID ,0
371, USERID USERID  USERID USERID  USERID USERID their gonna eat that shit up  USERID  USERID ,0
372, USERID USERID  USERID USERID  USERID USERID they look like shitty shrimp  USERID ,1
373, USERID USERID  USERID USERID  USERID USERID thing is wed shit on your clan  USERID ,1
374, USERID USERID  USERID USERID  USERID USERID this is the cutest shit ive ever seen holy shit  USERID  USERID ,1
375, USERID USERID  USERID USERID  USERID USERID tight vid i added 2 my fuck vids  USERID USERID  USERID USERID lol  USERID ,0
376, USERID USERID  USERID USERID  USERID USERID tommorow bitch  USERID ,0
377, USERID USERID  USERID USERID  USERID USERID too hot hot damn  USERID URL  USERID ,1
378, USERID USERID  USERID USERID  USERID USERID tyler i swear i will kick the shit out of you  USERID ,0
379, USERID USERID  USERID USERID  USERID USERID u cant get an assist in singles dumb fuck  USERID ,1
380, USERID USERID  USERID USERID  USERID USERID u dick im a bull haha u milked my dick  USERID ,1
