,text,curseword,curseWordCatg,date,sentiment
35530, USERID  USERID USERID  USERID  USERID USERID alot of da  bitches is bitches u dnt like lookin at wit da lights on  USERID lmao  USERID ,bitch,1,Oct2011,0
27028, USERID  USERID USERID  USERID  USERID USERID any nigga with money is sexy to you hoes  USERID ,hoe,1,Oct2011,0
210, USERID  USERID USERID  USERID  USERID USERID bajak  USERID  USERID USERID  USERID  USERID USERID porno sih   USERID  USERID USERID aduh titit gatel  USERID ,tit,1,Oct2011,0
37347, USERID  USERID USERID  USERID  USERID USERID be straight up i fucking hate that beating around the bush shit  USERID ,shit,7,Oct2011,1
22143, USERID  USERID USERID  USERID  USERID USERID bitch id love to slap you but im against animal abuse  USERID ,bitch,1,Oct2011,1
7307, USERID  USERID USERID  USERID  USERID USERID bitch please i can remove 99 of your beauty with a wet paper towel  USERID ,bitch,1,Oct2011,1
26299, USERID  USERID USERID  USERID  USERID USERID bitch u ugly u got no say  USERID ,bitch,1,Oct2011,1
27629, USERID  USERID USERID  USERID  USERID USERID bitches that dont like me  wanna  can just roll thru my pad it aint no  USERID  USERID ,bitch,1,Oct2011,1
15780, USERID  USERID USERID  USERID  USERID USERID boys complain about girls being sluts but you wont chill unless we have sex  USERID  USERID ,slut,1,Oct2011,1
17454, USERID  USERID USERID  USERID  USERID USERID btches who club everyy  weekend ltltltltlt  USERID ,b*tch,1,Oct2011,0
38098, USERID  USERID USERID  USERID  USERID USERID buy his ass some blow up dolls kuz he cant get no pussy to save his life   USERID  USERID ,pussy,1,Oct2011,1
34904, USERID  USERID USERID  USERID  USERID USERID cancel dat bitch ill buy another 1 nino voice who you gon cancel not me  USERID ,bitch,1,Oct2011,0
5649, USERID  USERID USERID  USERID  USERID USERID control your whoremones slut  USERID ,slut,1,Oct2011,1
19207, USERID  USERID USERID  USERID  USERID USERID d  USERID USERID “itsallambition so fuck whoever hatin on a nigga URL  USERID ,hoe,1,Oct2011,0
22691, USERID  USERID USERID  USERID  USERID USERID damn  damn damn what i do to have you here here   USERID ,damn,2,Oct2011,0
11073, USERID  USERID USERID  USERID  USERID USERID damn  this single life sucks   USERID ,damn,2,Oct2011,1
6497, USERID  USERID USERID  USERID  USERID USERID dicky sm morgan kegantengan  USERID ,dick,1,Oct2011,0
26117, USERID  USERID USERID  USERID  USERID USERID didnt give a fuck yesterday dont give a fuck today and i prolly wont give a fuck tomorrow  USERID ,fuck,7,Oct2011,0
30289, USERID  USERID USERID  USERID  USERID USERID dont fuck up something thats down for life for something thats just around for a night  USERID ,fuck,7,Oct2011,0
37052, USERID  USERID USERID  USERID  USERID USERID echofon is being a bitch again argh  USERID ,bitch,1,Oct2011,1
7837, USERID  USERID USERID  USERID  USERID USERID ee yuk   USERID  USERID USERID hello para smashblast twibi de el el  liat tuh ayu ting ting ga lipsync loh   USERID ,hell,2,Oct2011,0
27981, USERID  USERID USERID  USERID  USERID USERID ele é  USERID USERID gay cuidado  USERID ,gay,1,Oct2011,0
8765, USERID  USERID USERID  USERID  USERID USERID everyone please go vote for damon in spoilevs character competition  URL cont  USERID USERID   USERID ,tit,1,Oct2011,0
143, USERID  USERID USERID  USERID  USERID USERID females be too quick to brag about who they go with then wonder why it dont last keep messy hoes  USERID USERID   USERID ,hoe,1,Oct2011,1
33955, USERID  USERID USERID  USERID  USERID USERID fuck i look like  jaleel  lol inded  USERID ,fuck,7,Oct2011,1
14082, USERID  USERID USERID  USERID  USERID USERID fuck this phone  USERID ,fuck,7,Oct2011,0
20665, USERID  USERID USERID  USERID  USERID USERID girls chase the players ignore the nice guys then complain about it    i treat all my hoes like shit  USERID ,hoe,1,Oct2011,1
27672, USERID  USERID USERID  USERID  USERID USERID give a fuck about your lifestyle we live this shit  USERID ,shit,7,Oct2011,1
25680, USERID  USERID USERID  USERID  USERID USERID go tigers  USERID USERID go lions  USERID USERID go detroit damn it  USERID ,damn,2,Oct2011,0
12138, USERID  USERID USERID  USERID  USERID USERID hahahaha this shit gettin real grabs popcorn  takes seat  USERID ,shit,7,Oct2011,0
4400, USERID  USERID USERID  USERID  USERID USERID happy 18th rude boi  USERID USERID hold tite p thank you cringe   USERID ,tit,1,Oct2011,0
3194, USERID  USERID USERID  USERID  USERID USERID heb nog legging aan enzo  shit man kaulo kikker land  ahahahaha   niet lachn is niet leuk s  USERID ,shit,7,Oct2011,0
29837, USERID  USERID USERID  USERID  USERID USERID here take my pus filled band aid you fucks  USERID ,fuck,7,Oct2011,0
141, USERID  USERID USERID  USERID  USERID USERID het is druk he fucking druk« or is it gooit je picture • ahahahahaha  USERID ,fuck,7,Oct2011,0
3258, USERID  USERID USERID  USERID  USERID USERID hey bitch i dont act tomboy nor do i act girly i like dresses and heels but i dont wear them  USERID USERID   USERID ,bitch,1,Oct2011,0
4314, USERID  USERID USERID  USERID  USERID USERID hoe kan gym buiten door gaan   USERID  USERID ,hoe,1,Oct2011,0
5287, USERID  USERID USERID  USERID  USERID USERID hoe zet je een slotje op je acc  via web  doe voor me  USERID ,hoe,1,Oct2011,0
28, USERID  USERID USERID  USERID  USERID USERID hoelaat begin ik  kwa over 11 ooh dankje  USERID ,hoe,1,Oct2011,0
21248, USERID  USERID USERID  USERID  USERID USERID hoes  headaches  USERID  USERID ,hoe,1,Oct2011,1
38318, USERID  USERID USERID  USERID  USERID USERID hoeveel geld moet ik betalen om op te waarderen voor mn blackberry  volgensmij gewoon 10 euro  oh hmm cool  USERID ,hoe,1,Oct2011,0
20937, USERID  USERID USERID  USERID  USERID USERID how can white ppl sex n have kids with their own brothersparents etc that some next shit  USERID   USERID ,shit,7,Oct2011,1
22659, USERID  USERID USERID  USERID  USERID USERID i dont know how yall hoes do it  im sorry   i just dont have it in me to go around sleeping with any  USERID USERID   USERID ,hoe,1,Oct2011,1
21483," USERID  USERID USERID  USERID  USERID USERID i fuck with these hoes from a 




distance   USERID ",hoe,1,Oct2011,0
29114, USERID  USERID USERID  USERID  USERID USERID i hate when i get into an argument with someone and after the argument i have more shit to say  USERID ,shit,7,Oct2011,1
10558, USERID  USERID USERID  USERID  USERID USERID i hate when im in my feelings  some depressing shit comes on   USERID ,shit,7,Oct2011,1
29736, USERID  USERID USERID  USERID  USERID USERID i hate when people try to act like they know everything like stfu you dont know shit  USERID ,shit,7,Oct2011,1
18584, USERID  USERID USERID  USERID  USERID USERID i love loud hoesthey make us ladies only look so much better lol  USERID ,hoe,1,Oct2011,0
10440, USERID  USERID USERID  USERID  USERID USERID i missed your call and now you send a text with an attitude  USERID 1ltltlt truthcom  USERID ,tit,1,Oct2011,1
36283, USERID  USERID USERID  USERID  USERID USERID i never say too much i just be waitin fa a btch to cross me so i can pull dey hoe card oh   USERID ,hoe,1,Oct2011,0
30847, USERID  USERID USERID  USERID  USERID USERID i pay these bitches no mind  USERID ,bitch,1,Oct2011,1
7504, USERID  USERID USERID  USERID  USERID USERID i should of got up earlier and made breakfast for him ima shit girlfriend lol on smash salute  USERID USERID   USERID ,shit,7,Oct2011,0
27272, USERID  USERID USERID  USERID  USERID USERID i sincerely wish i could give a fuckbut i cant  USERID ,fuck,7,Oct2011,1
17448, USERID  USERID USERID  USERID  USERID USERID i swear barry sanders by  USERID USERID is the fuckin shit  USERID ,shit,7,Oct2011,1
9292, USERID  USERID USERID  USERID  USERID USERID i walk inside school    fuck everybody plus a couple niggas need pencils i feel like pen riley  USERID ,fuck,7,Oct2011,1
5341, USERID  USERID USERID  USERID  USERID USERID i wanna fuck  USERID ,fuck,7,Oct2011,1
34745, USERID  USERID USERID  USERID  USERID USERID i want sum snappers omg yall have that up therelthell naw sumthin like it doe lol  USERID ,hell,2,Oct2011,0
9315, USERID  USERID USERID  USERID  USERID USERID ico orders dept of health to disclose legal advice on application of eu competition law to nhs http   USERID ,tit,1,Oct2011,1
17530, USERID  USERID USERID  USERID  USERID USERID if i dont sta dramashit gets boring  USERID ,shit,7,Oct2011,1
21158, USERID  USERID USERID  USERID  USERID USERID if i were a bird i know exactly who i would shit on first  USERID ,shit,7,Oct2011,0
5337, USERID  USERID USERID  USERID  USERID USERID if only you were  a woman  id fck you until  we were even  USERID  USERID  USERID ,f*ck,7,Oct2011,1
32755, USERID  USERID USERID  USERID  USERID USERID if the back of your legs got more dents than a fucking golf ball you do not get to wear leggins  period  USERID ,fuck,7,Oct2011,1
3070, USERID  USERID USERID  USERID  USERID USERID if you dont like gay marriage blame straight people theyre the ones who keep having gay babies  USERID ,gay,1,Oct2011,1
30419, USERID  USERID USERID  USERID  USERID USERID if you dont like gaysban straight marriageit apparently keeps producing gay babies  USERID USERID p  USERID ,gay,1,Oct2011,0
11565, USERID  USERID USERID  USERID  USERID USERID if you have shit weave dont ask for man with nice shape up lt dnt even ask for a man with ambition  USERID ,shit,7,Oct2011,0
23571, USERID  USERID USERID  USERID  USERID USERID im done trying  like a motherfucker  USERID ,motherfucker,1,Oct2011,1
12369, USERID  USERID USERID  USERID  USERID USERID inhale the good shit exhale the bullshit  USERID ,shit,7,Oct2011,0
27564, USERID  USERID USERID  USERID  USERID USERID is the rat im not the rat if i told him to his face im telling her hello lol  USERID ,hell,2,Oct2011,1
10935, USERID  USERID USERID  USERID  USERID USERID its fucking cold cuh  USERID ,fuck,7,Oct2011,1
14293, USERID  USERID USERID  USERID  USERID USERID its not cute to fuck with another girl boyfriend  USERID ,fuck,7,Oct2011,1
32865, USERID  USERID USERID  USERID  USERID USERID ive been getting hella hw lately  USERID ,hell,2,Oct2011,1
28834, USERID  USERID USERID  USERID  USERID USERID just because yur a freak doesnt mean yur a hoe   USERID ,hoe,1,Oct2011,1
14890, USERID  USERID USERID  USERID  USERID USERID just saw my ex workin at mcdonalds im mad she aint even hook me up smh thas why yo pussy sme   USERID ,pussy,1,Oct2011,1
35003, USERID  USERID USERID  USERID  USERID USERID lick that pussy till her eyes roll back  tears sta coming her eyes   USERID ,pussy,1,Oct2011,1
15982, USERID  USERID USERID  USERID  USERID USERID lie to me once  shit will never be the same  USERID ,shit,7,Oct2011,1
2543, USERID  USERID USERID  USERID  USERID USERID m  USERID  USERID USERID  USERID  USERID bantu dong kalo yg mau  USERID aja yg enggak mendingan gak usah   USERID ,dong,1,Oct2011,0
3819, USERID  USERID USERID  USERID  USERID USERID mau  USERID USERID  USERID  USERID USERID  USERID  USERID USERID ada yg mau di follow fllwrs bantu dong d  USERID ,dong,1,Oct2011,0
23786, USERID  USERID USERID  USERID  USERID USERID midgets really scare me i dont know why gt  USERID USERID  lmfao hoed jamian lol  USERID ,hoe,1,Oct2011,1
26897, USERID  USERID USERID  USERID  USERID USERID mlk is gonna go down hill once class of  USERID leave thatt bitch   USERID ,bitch,1,Oct2011,1
538, USERID  USERID USERID  USERID  USERID USERID moet nu eigenlijk naar schol  hoezo zo fucking vroeg o toets inhalen s  USERID ,hoe,1,Oct2011,0
1051, USERID  USERID USERID  USERID  USERID USERID most def trollin for that cp pussy somebody wit the neckkonomics degree  USERID  USERID USERID  USERID USERID   USERID ,pussy,1,Oct2011,0
14059, USERID  USERID USERID  USERID  USERID USERID my boi  USERID USERID coming down to the a to fuck wit us for   its fittna be livelt  USERID  USERID ,fuck,7,Oct2011,1
32894, USERID  USERID USERID  USERID  USERID USERID my parents said i should watch less movies and read more  USERID USERID so i turned on the subtitles  USERID ,tit,1,Oct2011,0
6514, USERID  USERID USERID  USERID  USERID USERID new music  rick ross  you the boss feat nicki minaj  i love my bitches gt URL  USERID ,bitch,1,Oct2011,0
19272, USERID  USERID USERID  USERID  USERID USERID new sleepless in gaza untitled URL  USERID ,tit,1,Oct2011,1
34805, USERID  USERID USERID  USERID  USERID USERID niggas cant keep a good bitch » hell naw they want these nothin ass bitches  USERID ,bitch,1,Oct2011,1
15221, USERID  USERID USERID  USERID  USERID USERID niggas lie easily  these hoes are easy to lie to   USERID ,hoe,1,Oct2011,0
8062, USERID  USERID USERID  USERID  USERID USERID oh em gee  USERID USERID im hearing you might be in the new doctor who series lt not a fucking chance  USERID ,fuck,7,Oct2011,1
7531, USERID  USERID USERID  USERID  USERID USERID oh sweetie could the words attention whore wiped across your forehead in big bold letters shine any harder  USERID ,whore,1,Oct2011,0
14403, USERID  USERID USERID  USERID  USERID USERID ok itz obvious im on my shit  USERID ,shit,7,Oct2011,0
29616, USERID  USERID USERID  USERID  USERID USERID play with my pussy  dont play with my hea lt3  USERID  USERID ,pussy,1,Oct2011,1
6832, USERID  USERID USERID  USERID  USERID USERID poninya ka dicky kece b  USERID ,dick,1,Oct2011,0
6554, USERID  USERID USERID  USERID  USERID USERID powerstars new films title is panjan d 1st look is extraordinary  USERID ,tit,1,Oct2011,0
32116, USERID  USERID USERID  USERID  USERID USERID relationship  1 girl  1 dude  1 ex trying to fuck up everything do the math  USERID ,fuck,7,Oct2011,1
37796, USERID  USERID USERID  USERID  USERID USERID remember guys tommorow is gathering with all parawhores at  USERID USERID soho senayan city  whos coming  USERID ,whore,1,Oct2011,0
3217, USERID  USERID USERID  USERID  USERID USERID rip steve blowjobs  USERID ,blowjob,1,Oct2011,0
22878, USERID  USERID USERID  USERID  USERID USERID rubias de ojos verdes  me llamabas bombónltcosa jajaja che gay  USERID ,gay,1,Oct2011,0
17390, USERID  USERID USERID  USERID  USERID USERID selamat ulang tahun ngayogyakaa hadiningrat smg ttp brjaya dari masa ke masa  USERID ,gay,1,Oct2011,0
34662, USERID  USERID USERID  USERID  USERID USERID sexy hick  USERID what the fuck you creepy creepy bitch sexy and  USERID USERID   USERID ,bitch,1,Oct2011,1
20108, USERID  USERID USERID  USERID  USERID USERID she done fucked every randy john dick  andy  USERID ,dick,1,Oct2011,1
1090, USERID  USERID USERID  USERID  USERID USERID so even if i have billions of dollars tomorrow isnt guaranteed so whats the fucking point  USERID ,fuck,7,Oct2011,1
12643, USERID  USERID USERID  USERID  USERID USERID spongebobs always gonna be funny as fuck no matter how old you are  USERID ,fuck,7,Oct2011,0
19628, USERID  USERID USERID  USERID  USERID USERID stas writing text fuck no i shouldnt ill look annoying erases  USERID ,fuck,7,Oct2011,1
5726, USERID  USERID USERID  USERID  USERID USERID steve jobs was a great visionary and respected competitor our deepest condolences to his cont URL   USERID ,tit,1,Oct2011,0
19886, USERID  USERID USERID  USERID  USERID USERID stressing and obessesin is not my style i was raise to say fuck u w a high class smile lt3  USERID ,ass,3,Oct2011,0
33382, USERID  USERID USERID  USERID  USERID USERID the backs of cop cars are the most uncomfoable seats of my life all hard nshit  USERID ,shit,7,Oct2011,1
32230, USERID  USERID USERID  USERID  USERID USERID the fuck outta my face  your fucking pathetic  USERID ,fuck,7,Oct2011,1
19711, USERID  USERID USERID  USERID  USERID USERID the top 10 finalist for  USERID USERID  USERID USERID competiton is out yo URL go check it out  USERID ,tit,1,Oct2011,0
18942, USERID  USERID USERID  USERID  USERID USERID there is an app is your son gay for parents  what about for the dl and married  URL  USERID ,gay,1,Oct2011,1
34451, USERID  USERID USERID  USERID  USERID USERID this pimple on my face lt  USERID ,pimp,1,Oct2011,1
11364, USERID  USERID USERID  USERID  USERID USERID this shit is crazy  USERID   USERID USERID brand new leak dmp  we aint playin prod not   USERID ,shit,7,Oct2011,1
20427, USERID  USERID USERID  USERID  USERID USERID time for  USERID gtwho the hell caresltnigga shut the fuck up  USERID ,hell,2,Oct2011,1
1143, USERID  USERID USERID  USERID  USERID USERID trust is like virginity once you fuck it youll never get it back  USERID senyum pepsodent  USERID ,fuck,7,Oct2011,1
