text,sentiment
USERID USERID  USERID USERID bellis is shit scared of my mum  USERID ,1
USERID USERID  USERID USERID bitch  USERID  USERID ,0
USERID USERID  USERID USERID bitch ass follow mee  USERID ,0
USERID USERID  USERID USERID bitch check yo caaly its sunday  USERID ,1
USERID USERID  USERID USERID bitch get up  USERID we both im our feelings  USERID ,1
USERID USERID  USERID USERID bitch i need a clear address or shall we meet at the mall  USERID ,1
USERID USERID  USERID USERID bitch im so done  USERID  USERID ,1
USERID USERID  USERID USERID bitch we on our way already  USERID ,0
USERID USERID  USERID USERID bitch what the  USERID okay true  USERID ,1
USERID USERID  USERID USERID bitch where did you get averi so sexy from fuck this class  USERID  USERID ,0
USERID USERID  USERID USERID bitch wtf  USERID ,1
USERID USERID  USERID USERID bitch you cant read yall just did 5 mins ago and anyways back to my conversation  USERID ,1
USERID USERID  USERID USERID bitch you so silly  USERID  USERID ,1
USERID USERID  USERID USERID bitch you were on my tl why are you flattering yourself  USERID ,1
USERID USERID  USERID USERID bitch your a lesbean of course it shriveled up  USERID ,1
USERID USERID  USERID USERID both fuck off  USERID ,1
USERID USERID  USERID USERID both of yall wanna line that shit the fuck up  USERID ,0
USERID USERID  USERID USERID bring that plate back clean bitch  USERID ,0
USERID USERID  USERID USERID bruh that fingernail as dirty as fuck too damn bruh they preparing peoples food  USERID ,1
USERID USERID  USERID USERID bubba you are a piece of shit  USERID ,1
USERID USERID  USERID USERID but i am still pissed at you  USERID ,1
USERID USERID  USERID USERID but i dont have an arse either i only have netflix  USERID  USERID ,0
USERID USERID  USERID USERID but muslims get dragged to hell and back and called penguins why should it be fashionable on a white persons body  USERID ,1
USERID USERID  USERID USERID but shit it was 99 cent  USERID ,1
USERID USERID  USERID USERID but youre online ya crazy lil shit ha  USERID nobody told me zayn recorded what a legend cant wait ta hear lol  USERID ,0
USERID USERID  USERID USERID bye bitch  USERID  USERID ,0
USERID USERID  USERID USERID bye you 1 follower bitch  USERID ,0
USERID USERID  USERID USERID came thru the back and dunked in the pussy  USERID ,0
" USERID USERID  USERID USERID campaigned the shit out of  USERID this weekend hit him up for shows
and hit up  USERID USERID for video production  USERID ",0
USERID USERID  USERID USERID can you shut the fuck up i dont need a live commentary every fuckinh second while the shows on  USERID ,1
USERID USERID  USERID USERID cant back up your own shit  USERID ,1
USERID USERID  USERID USERID cant even host a tourney right kill yourself you useless bitch  USERID ,1
USERID USERID  USERID USERID cant top that shit  USERID ,1
USERID USERID  USERID USERID cant we airdrop this bitch in the middle of iraq somewhere how hard would that be really  USERID ,1
USERID USERID  USERID USERID cause hes a boy and boys do stupid shit for no reason at all  USERID ,1
USERID USERID  USERID USERID cause she a bitch  USERID ,1
USERID USERID  USERID USERID chill fuck dem niggaz dey got nufn on me  USERID ,0
USERID USERID  USERID USERID christ i reckon theyd struggle against you and 10 mates after a stag do hungover amp dying for a shit  USERID ,1
USERID USERID  USERID USERID cmon cleatus you ugly as hell let me follow yo big ass  USERID ,0
USERID USERID  USERID USERID cold hearted bitch i think being called that is much worse  USERID  USERID  USERID  USERID ,1
USERID USERID  USERID USERID crazy looking back on the shit we did when we were younger time flies  USERID ,1
USERID USERID  USERID USERID damn  USERID  USERID ,0
USERID USERID  USERID USERID damn all yall went  USERID  USERID ,0
USERID USERID  USERID USERID damn auto correct  USERID  USERID ,1
USERID USERID  USERID USERID damn beautiful as hell  USERID  USERID ,0
USERID USERID  USERID USERID damn can i join  USERID ,1
USERID USERID  USERID USERID damn coy  USERID  USERID ,1
USERID USERID  USERID USERID damn girl  USERID ,0
USERID USERID  USERID USERID damn girl youre a cupcake pretty on the outside special on the inside sorry ugh cheesy idk wtf  USERID ,0
USERID USERID  USERID USERID damn he hurt asf  USERID  USERID ,1
USERID USERID  USERID USERID damn hell yeah you do  USERID ,0
USERID USERID  USERID USERID damn i cant wait  USERID  USERID ,1
USERID USERID  USERID USERID damn i didnt think it was that good  USERID ,1
USERID USERID  USERID USERID damn i know justice shorts  USERID  USERID ,0
USERID USERID  USERID USERID damn mark we got beat curt ass im bust the windows out that mfer  USERID ,1
USERID USERID  USERID USERID damn probably lol see u in school tomorrow tho  USERID ,0
USERID USERID  USERID USERID damn right  USERID ,0
USERID USERID  USERID USERID damn right  USERID  USERID ,0
USERID USERID  USERID USERID damn right homie im already here im lookin nice lol  USERID ,0
USERID USERID  USERID USERID damn sauce  USERID ,1
USERID USERID  USERID USERID damn steph looking good  USERID ,0
USERID USERID  USERID USERID damn this is heavy  USERID ,1
USERID USERID  USERID USERID damn this tourney is gonna be live  USERID ,1
USERID USERID  USERID USERID damn thought it was gonna be some  USERID  USERID ,1
USERID USERID  USERID USERID damn we are sexy  USERID ,0
USERID USERID  USERID USERID df u callin her son foru know damn well u dont talk like that in person  USERID ,1
" USERID USERID  USERID USERID disrespect though 
dont even tell my to shut the fuck up right now boy  USERID ",1
USERID USERID  USERID USERID do you go out to dinner and think its going to be free no you pay for that shit  USERID ,1
USERID USERID  USERID USERID do you know what the fuck a world war is  USERID  USERID ,1
USERID USERID  USERID USERID do you think when you hate 1d youre a true belieber because i dont think justin would like that kind of shit  USERID  USERID ,0
USERID USERID  USERID USERID dont be a bitch then  USERID  USERID ,1
USERID USERID  USERID USERID dont flex u was on my dick at that meet  USERID im done here  USERID ,0
USERID USERID  USERID USERID dont fuck this up again thnx  USERID ,1
USERID USERID  USERID USERID dont talk shit kc  USERID  USERID ,0
USERID USERID  USERID USERID driving while black is a bitch be thankful youre not in ferguson  USERID ,1
USERID USERID  USERID USERID dude please dont  USERID USERID me with that stupid shit until you actually have to pay some bills or food youd understand  USERID ,1
USERID USERID  USERID USERID dude what the fuck  USERID  USERID ,1
USERID USERID  USERID USERID eat shit imo  USERID ,1
USERID USERID  USERID USERID eh nope guys like garcia and alonso are classy and deserve all the respect goingtorres can rot in rentboy hell  USERID ,1
USERID USERID  USERID USERID everyone has their own opinioni didnt say that hes not an artist ill support them in the future but im just pissed rn  USERID ,1
USERID USERID  USERID USERID exactlyzayn would hate it if he saw all this rude shit yet the same pple who are doing this are critisizing z  USERID ,1
USERID USERID  USERID USERID facepalm oh man what the actual fuck  USERID ,1
USERID USERID  USERID USERID feel like i shadier my wrist shit is killing me  USERID ,1
USERID USERID  USERID USERID fighting for a the best damn country in the world make us proud  USERID ,0
USERID USERID  USERID USERID fkn loco blowing my shit lol  USERID ,1
USERID USERID  USERID USERID foreal tho some of us gotta stop being dumb ass bitches lmfao  USERID ,0
USERID USERID  USERID USERID from the looks of what goes on in petas shelters id say they had zero right to judge real sick shit goes on  USERID ,1
USERID USERID  USERID USERID fuck  USERID  USERID ,0
USERID USERID  USERID USERID fuck both of yall  USERID ,1
USERID USERID  USERID USERID fuck bro that was amazing  USERID ,0
USERID USERID  USERID USERID fuck cena i just wanna see him lose  USERID ,1
USERID USERID  USERID USERID fuck colours his a pussyy dnt he tel da truth he went broke doin vidsdats y he is chatin shit on his deen  USERID ,1
USERID USERID  USERID USERID fuck em  USERID ,0
USERID USERID  USERID USERID fuck i take everything back  USERID ,1
USERID USERID  USERID USERID fuck it ill still do it no matter what  USERID ,1
USERID USERID  USERID USERID fuck it lets go  USERID ,1
USERID USERID  USERID USERID fuck it nigga lemme grow one its me  USERID ,0
USERID USERID  USERID USERID fuck no im outta here my man got two jobs  USERID  USERID ,0
USERID USERID  USERID USERID fuck off  USERID ,1
USERID USERID  USERID USERID fuck off linda  USERID ,1
USERID USERID  USERID USERID fuck off lindsay you dirty shill  USERID ,1
USERID USERID  USERID USERID fuck thankyou man  USERID ,0
USERID USERID  USERID USERID fuck that  USERID ,1
USERID USERID  USERID USERID fuck that  USERID  USERID ,1
USERID USERID  USERID USERID fuck that dean ambrose just broke his neck  USERID ,1
USERID USERID  USERID USERID fuck this bitch huh  USERID ,1
USERID USERID  USERID USERID fuck u  USERID  USERID ,0
USERID USERID  USERID USERID fuck u karri  USERID ,0
USERID USERID  USERID USERID fuck up sean  USERID ,1
USERID USERID  USERID USERID fuck up yer hackit  USERID ,1
USERID USERID  USERID USERID fuck yall  USERID ,1
USERID USERID  USERID USERID fuck yea  USERID ,1
USERID USERID  USERID USERID fuck yea bro  USERID ,1
USERID USERID  USERID USERID fuck yeah  USERID  USERID ,0
USERID USERID  USERID USERID fuck yeah you wanna be playing games  USERID  USERID ,1
USERID USERID  USERID USERID fuck yeahh we all could get turnt  USERID  USERID ,0
USERID USERID  USERID USERID fuck yes u r  USERID ,0
USERID USERID  USERID USERID fuck you  USERID ,1
USERID USERID  USERID USERID fuck you  USERID  USERID ,1
USERID USERID  USERID USERID fuck you i cant rt  USERID ,1
USERID USERID  USERID USERID fuck you too haha you cant feel me up anymore  USERID ,1
USERID USERID  USERID USERID fuck your haterspussies  USERID ,1
USERID USERID  USERID USERID fucking cunt  USERID ,1
" USERID USERID  USERID USERID fucking hell wu
you are a fucking disgrace  USERID ",1
USERID USERID  USERID USERID get cancer u fucking retard  USERID ,1
USERID USERID  USERID USERID get in line whore  USERID ,0
USERID USERID  USERID USERID get off her man damn  USERID  USERID ,1
USERID USERID  USERID USERID get the fuck out maria  USERID ,1
USERID USERID  USERID USERID go back to the mag bitch they to wild  USERID ,1
USERID USERID  USERID USERID god damn right  USERID ,0
USERID USERID  USERID USERID going to put them out there now his excuses werent the smartest at first and thats what made me pissed  USERID ,1
USERID USERID  USERID USERID gonna blow you the fuck up with this plane  USERID ,1
USERID USERID  USERID USERID had this lil bitch since 8th  USERID all our old hoes got these numbers  USERID  USERID  USERID ,0
USERID USERID  USERID USERID haha a falkirk cunt who thinks his team arw good  USERID ,1
USERID USERID  USERID USERID hahahaha and ive never ever read a bible and knew that  USERID funny shit  USERID ,1
USERID USERID  USERID USERID hahahaha i could be a damn surgeon with what ive learned  USERID  USERID ,0
USERID USERID  USERID USERID has this bitch not learned to keep her mouth shut yet as well as her legs  USERID  USERID ,1
USERID USERID  USERID USERID hell na not the rest of my life lol id just be a breakfast manager while i go to school  USERID ,1
USERID USERID  USERID USERID hell naw ian feeling it nomore  USERID  USERID ,1
USERID USERID  USERID USERID hell naw we love you nigga since day1  USERID ,0
USERID USERID  USERID USERID hell no  USERID ,1
USERID USERID  USERID USERID hell no  USERID the only thing starbucks can do is shut down cozy local coffee shops with their own style and culture  USERID  USERID ,1
USERID USERID  USERID USERID hell no my shit be ass shit it dont seem like it  USERID ,1
USERID USERID  USERID USERID hell with you spectranet  USERID USERID take some damn ownership whn you freaking charge money  USERID USERID pathetic and no response again  USERID ,1
USERID USERID  USERID USERID hell ya  USERID ,0
USERID USERID  USERID USERID hell yah  USERID ,0
USERID USERID  USERID USERID hell yea  USERID ,0
USERID USERID  USERID USERID hell yea im hungry as ah bih doe  USERID ,1
USERID USERID  USERID USERID hell yeah congrats mr cena  USERID ,0
USERID USERID  USERID USERID hell yeah i was thinking the same u amp i are out just waiting  USERID ,1
USERID USERID  USERID USERID hell yes  USERID ,0
USERID USERID  USERID USERID hell yes all the way from the bronx right here  USERID  USERID ,0
USERID USERID  USERID USERID hes a little bitch needs to be sold asap  USERID ,1
USERID USERID  USERID USERID hes swimming in pussy  USERID ,0
USERID USERID  USERID USERID hey fuck off ok  USERID  USERID ,0
USERID USERID  USERID USERID hey i dont blame ya women are bitches half the time me im just an ass  USERID ,0
USERID USERID  USERID USERID hey man didnt get the chance to qampa with you at dcc today so i figured i will tweet it who would you fuck marry kill 12  USERID ,0
